评论,地区,日期,点赞,情绪
因为发朋友圈会招小人[泪]一发朋友圈生活突然会出点岔子 后来基本不敢发朋友圈了,上海 奉贤区,Wed May 28 15:31:51 +0800 2025,1,sadness
。什么刻板印象我服了大人,其他,Wed May 28 08:50:29 +0800 2025,1,disgust
可能纯纯因为懒[笑cry],山东 济南,Tue May 27 11:53:50 +0800 2025,3,like
回复@Moon08_light03:不亲近的人一般也就看一眼你咋样，说不定都懒得看,其他,Tue May 27 09:21:57 +0800 2025,0,like
你爱咋地咋地，好吧[允悲],湖南 长沙,Mon May 26 20:07:37 +0800 2025,8,like
不发朋友圈咋了，不能和朋友私信分享吗，你挺爱恶意揣测的哈,其他,Mon May 26 18:05:25 +0800 2025,4,happiness
李白写的是什么，你朋友圈写的是什么[doge],北京,Mon May 19 14:00:37 +0800 2025,60,disgust
不不不，靠自己哪里想得出那么多文案,广东 广州,Thu May 15 14:55:09 +0800 2025,20,like
@我不打哈欠了_,江西,Fri Jun 06 17:06:49 +0800 2025,0,happiness
发疯实录,湖南,Fri Jun 06 18:32:43 +0800 2025,0,happiness
@djeifhbsirufnfj,其他,Sat May 31 23:08:13 +0800 2025,1,happiness
噢。。,其他,Sat May 31 23:45:47 +0800 2025,0,like
@微型尾形,其他,Wed May 28 07:21:35 +0800 2025,1,happiness
好的,其他,Wed May 28 16:39:46 +0800 2025,0,happiness
@喝益菌因子吗 我是当代大诗人 我一天发八百条朋友圈,北京,Tue May 27 00:52:48 +0800 2025,1,like
你签售一下就有了,其他,Tue May 27 01:54:01 +0800 2025,0,like
写诗是文人必备技能，也是社交、求职甚至扬名的手段。李白的许多诗是即兴应酬之作（如赠友人的《赠汪伦》），或是为了展示才华（如面试时的《蜀道难》）[哈哈][哈哈],浙江,Thu May 15 19:49:34 +0800 2025,9,disgust
@艺术就是6,其他,Sat May 24 09:29:40 +0800 2025,0,like
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好有道理啊,其他,Sat May 24 09:31:09 +0800 2025,0,happiness
我不行了,广东 深圳,Fri May 23 23:43:38 +0800 2025,1,like
回复@玫瑰牌汤元:啊哈哈哈哈哈哈哈哈哈哈哈太生动了,其他,Sat May 24 12:51:48 +0800 2025,0,happiness
@imjaneorjayne_,广东 深圳,Fri May 23 23:43:43 +0800 2025,0,happiness
我笑死了,天津,Thu May 15 21:23:16 +0800 2025,0,happiness
哈哈宝！出去玩真的控制不住分享欲啊…这下李白附体了[苦涩][泪],重庆,Thu May 15 21:24:27 +0800 2025,2,happiness
@面包都炫我嘴里,台湾,Sun May 25 19:48:07 +0800 2025,0,happiness
草,海外,Sun May 25 23:29:27 +0800 2025,0,happiness
@橘子突然不酸了,湖南,Sun May 25 15:41:56 +0800 2025,0,like
[笑cry][笑cry],湖南,Sun May 25 16:38:22 +0800 2025,1,happiness
@俄克拉荷马的最后一只树獭 不会是我们吧（,其他,Tue May 20 15:27:14 +0800 2025,0,like
我们要发100条,海外,Tue May 20 16:18:16 +0800 2025,0,like
李白附体,浙江,Mon May 19 21:31:55 +0800 2025,4,happiness
@趣多多不爱吃甜,湖南,Fri May 16 11:38:42 +0800 2025,0,like
hhhhhhh 现在知道了[作揖],重庆 沙坪坝区,Fri May 16 13:26:55 +0800 2025,0,disgust
可能李白就是个话痨🙈,广东 深圳,Tue May 20 09:02:21 +0800 2025,4,sadness
@专业研究棒子鬼子三十年 @-雾都流星雨 不中了，我上个班也要发朋友圈[允悲],天津,Mon May 26 12:24:33 +0800 2025,0,like
笑死我了,天津,Mon May 26 12:29:33 +0800 2025,1,happiness
@桉_NAM94 @范東原_OTC @馋旻 @兔果旻旻咪 @KID白白 @QUANZXR @凛青Estella,其他,Wed May 21 22:48:21 +0800 2025,1,like
@凉拌煎饺OVo,其他,Mon May 19 14:24:48 +0800 2025,1,like
人之常情,其他,Mon May 19 18:19:39 +0800 2025,0,like
[哈哈][哈哈][哈哈][good][good][good]好的旅行真的能让人感觉人间值得[心],浙江,Thu May 15 15:14:59 +0800 2025,2,happiness
@狐狐_裴 原来这样啊。,山东 潍坊,Thu May 29 23:27:50 +0800 2025,0,like
还是精修,山东 潍坊,Fri May 30 12:31:41 +0800 2025,0,like
@似星辰又如风 哈哈哈哈哈原来如此,其他,Thu May 29 16:21:28 +0800 2025,0,happiness
咱是当代李白,江苏,Thu May 29 16:35:50 +0800 2025,0,happiness
@koyamaooiv_417 我大概就是这样,北京,Thu May 29 14:33:27 +0800 2025,0,like
我就这样两个号不停的发,河南,Thu May 29 18:17:05 +0800 2025,0,like
@你在干嘛吖ab,河北,Tue May 27 12:54:25 +0800 2025,0,like
对啊[爱你][爱你][爱你][爱你],北京,Tue May 27 12:55:47 +0800 2025,2,like
[允悲],其他,Tue May 27 09:20:19 +0800 2025,0,happiness
@大玺利,其他,Sun May 25 13:22:56 +0800 2025,0,happiness
不是诶,其他,Sun May 25 14:01:03 +0800 2025,0,happiness
李白也是很有生活了 是不是巨蟹座啊,其他,Sun May 25 14:00:45 +0800 2025,0,happiness
@楚瑾韵,其他,Sat May 24 16:38:29 +0800 2025,0,like
哈哈哈哈哈质疑李白，理解李白，成为李白，超越李白[doge],其他,Sat May 24 22:41:17 +0800 2025,1,happiness
@风信子种球爆破氺兔 笑死了,其他,Fri May 23 21:53:13 +0800 2025,0,happiness
[笑哈哈]很爽,其他,Sat May 24 14:16:14 +0800 2025,0,happiness
@渝州橙子皮,广东,Fri May 23 01:55:29 +0800 2025,0,like
😗😗😗,重庆,Fri May 23 01:58:52 +0800 2025,0,happiness
[淡淡的],安徽,Thu May 22 11:20:00 +0800 2025,0,happiness
@小哭TT,北京,Tue May 20 14:26:00 +0800 2025,0,like
是的是的,北京 朝阳区,Tue May 20 17:50:41 +0800 2025,1,happiness
不用出去玩都能日更三十[爱你]@碎芝士xyx,江西 南昌,Tue May 20 10:48:14 +0800 2025,0,like
哈哈哈哈,江西 南昌,Tue May 20 12:02:50 +0800 2025,0,happiness
@Hykee_ 我放古代也是个文豪[太开心],其他,Tue May 20 00:09:58 +0800 2025,1,like
还真是[笑而不语],江西,Tue May 20 00:14:45 +0800 2025,0,happiness
我也理解了,北京 顺义区,Mon May 19 21:29:13 +0800 2025,1,happiness
谁懂啊！突然就和李太白共情了，分享欲爆棚拦都拦不住...[允悲],重庆,Tue May 20 09:03:22 +0800 2025,1,like
@呼啦啦胡了吗,其他,Mon May 19 12:12:37 +0800 2025,0,like
哈哈哈[笑cry][嘻嘻],上海,Fri May 16 07:30:33 +0800 2025,0,happiness
心情上来了一天几十条微博,其他,Fri May 16 00:37:54 +0800 2025,1,happiness
@比撕裂身体还要痛苦 笑死我了,其他,Thu May 15 23:58:43 +0800 2025,0,like
现在懂了！出游发疯实录就是我本人[苦涩]！！,重庆,Fri May 16 07:31:20 +0800 2025,0,like
@小宁爱吃爱玩 哈哈哈哈哈哈,其他,Thu May 15 18:20:45 +0800 2025,0,happiness
哈哈宝,广东,Thu May 15 19:47:47 +0800 2025,1,happiness
理解了[思考],其他,Sat May 31 13:25:18 +0800 2025,0,like
我不行了,其他,Thu May 29 14:47:18 +0800 2025,0,like
@太把瑙残当人,浙江 杭州,Thu May 29 04:00:25 +0800 2025,1,like
哈哈哈哈哈哈哈哈,浙江,Wed May 28 00:42:59 +0800 2025,0,happiness
@明明明可以靠颜值,山东,Tue May 27 18:17:55 +0800 2025,0,like
对的[爱你],浙江,Tue May 27 14:27:29 +0800 2025,0,like
@百香果奶绿百香 @陶喆陶喆陶喆陶喆陶喆 [可爱],其他,Sun May 25 14:34:30 +0800 2025,0,like
我真的不行了，直接理解李白了,其他,Sat May 24 10:09:41 +0800 2025,1,like
出去玩一趟，发生的事情多，想的也多，然后就做了很多事，不得不说李白也真是厉害呀。,其他,Fri May 23 23:51:24 +0800 2025,0,like
@丹恒今天有点帅 @依依还似北归人_ 想起我看我哥演唱会那几天……,其他,Wed May 21 22:33:49 +0800 2025,0,like
谁懂！诗兴一上来就挡不住了…那种想疯狂分享的感觉根本憋不住[允悲],重庆,Wed May 21 22:34:18 +0800 2025,0,like
啊啊啊啊哈哈哈哈哈哈//@donefhy:玩就是踏马的开心,湖南,Wed May 21 09:49:27 +0800 2025,0,happiness
哈哈哈哈哈哈哈哈哈,北京,Tue May 20 18:55:30 +0800 2025,0,happiness
嗯！发现我自己发动态比李白写诗还勤快...[允悲],重庆,Wed May 21 09:50:17 +0800 2025,0,like
我们朋友圈没那么高质[可爱],湖北,Tue May 20 17:47:19 +0800 2025,0,like
谁每天发动态还讲究质量啊，真实感情最重要！！[允悲],重庆,Tue May 20 18:15:16 +0800 2025,0,like
原来我也是诗人[嘻嘻][嘻嘻][嘻嘻][允悲][抱一抱],其他,Tue May 20 15:11:24 +0800 2025,0,happiness
哈哈，多出去玩，我们都是诗人[心]#李白#,广东 广州,Thu May 15 19:08:32 +0800 2025,1,happiness
我懂了，喜悦是创造的能量[二哈],广东,Thu May 15 17:50:58 +0800 2025,0,happiness
旅行激发创作灵感，李白也想发空间动态了？,海外,Thu May 15 14:39:50 +0800 2025,0,like
@小鱼酱_ovo 我理解李白了,山东,Tue May 27 18:48:29 +0800 2025,1,like
共鸣,其他,Tue May 27 22:03:07 +0800 2025,0,happiness
李白出去玩：诗兴大发！诗兴大发！ 你出去玩：哈哈哈哈！哈哈哈哈！,其他,Mon May 26 15:23:57 +0800 2025,3,happiness
@智慧美丽好运全部吻上我,浙江 宁波,Mon May 26 10:59:11 +0800 2025,1,like
@无敌兔叽妈 没那么有文化,其他,Sat May 24 02:01:09 +0800 2025,1,like
@·起司就是力量·,广东 深圳,Thu May 22 22:07:39 +0800 2025,1,happiness
我也是，出去玩每天一条朋友圈[笑cry][笑cry]9图,北京,Sat May 17 19:22:01 +0800 2025,1,happiness
真的会控制不住分享欲！毕竟美好事物总想定格成诗……当代赛博李白罢了……[泪],重庆,Sat May 17 19:23:21 +0800 2025,2,like
111,广东,Thu May 15 15:34:54 +0800 2025,1,happiness
@歪歪回家吗,安徽,Fri Jun 06 16:05:51 +0800 2025,0,happiness
哈哈哈哈哈哈哈其实不出去玩也能发很多,其他,Fri Jun 06 11:32:33 +0800 2025,0,happiness
我不行了[doge],广东,Thu Jun 05 18:58:45 +0800 2025,0,like
啊～那放到现在李白是我讨厌的存在了,海外 新加坡,Thu Jun 05 17:54:52 +0800 2025,1,happiness
可是我文案是小某书抄的[微笑],浙江,Thu Jun 05 15:49:17 +0800 2025,0,happiness
[心],浙江 杭州,Thu Jun 05 10:49:22 +0800 2025,0,happiness
确实[二哈],其他,Wed Jun 04 09:36:44 +0800 2025,0,happiness
🐶也配跟诗人比,广东 东莞,Tue Jun 03 22:39:51 +0800 2025,0,disgust
没那么好的文采,其他,Tue Jun 03 15:55:09 +0800 2025,0,disgust
[泪]而且人在看到美景的时候真的会诗兴大发，直接张口就来。,其他,Mon Jun 02 14:46:54 +0800 2025,0,sadness
[吃瓜],河北,Mon Jun 02 13:36:32 +0800 2025,0,happiness
@本初子午星,江苏,Fri May 30 08:58:35 +0800 2025,0,happiness
这是真的,其他,Sat May 31 20:53:08 +0800 2025,0,happiness
发微博根本肆无忌惮,广东 惠州,Thu May 29 13:41:39 +0800 2025,0,disgust
可是我的朋友圈又不能成为名言名句,其他,Thu May 29 13:29:56 +0800 2025,0,like
那很有生活了。[给力],其他,Wed May 28 20:46:08 +0800 2025,1,happiness
以前不流行文案，都是发诗词[doge][doge],其他,Wed May 28 14:27:14 +0800 2025,1,like
@viaonk 懂了,其他,Wed May 28 10:02:17 +0800 2025,0,happiness
每个空间的文案还不一样,江西 宜春,Tue May 27 22:13:15 +0800 2025,0,like
哈哈哈,其他,Tue May 27 00:44:19 +0800 2025,0,happiness
@螺号滴的吹 哈哈哈哈哈哈哈哈,其他,Mon May 26 14:42:44 +0800 2025,1,happiness
把我放在唐代 我肯定比过李白～,广西 贺州,Mon May 26 12:36:13 +0800 2025,0,like
哈哈哈哈哈就是，出去玩了真的想昭告整个朋友圈，还疯狂想发图片，记录心情，吐槽更是憋不住一点,其他,Mon May 26 01:28:12 +0800 2025,0,happiness
理解了,其他,Sun May 25 20:53:59 +0800 2025,0,happiness
@-猎杀星期一,山东 泰安,Sun May 25 15:36:23 +0800 2025,0,happiness
我也理解了,其他,Sun May 25 15:20:02 +0800 2025,0,happiness
@六快喵桑 [坏笑][允悲],其他,Sun May 25 00:10:54 +0800 2025,0,happiness
我们空间妹是这样的[doge]所以老师可以转你围脖嘛（？,其他,Sat May 24 21:52:14 +0800 2025,0,like
我终于理解李白为什么要写那么多诗了，原来是为了给别人分享自己的旅游经历吗？,浙江 金华,Sat May 24 00:35:23 +0800 2025,0,disgust
[doge][doge][doge],广西 玉林,Fri May 23 20:07:51 +0800 2025,0,happiness
可我没让人背我拉的每坨屎呀。,其他,Fri May 23 11:19:11 +0800 2025,0,sadness
分享欲啊[微笑],山西,Fri May 23 08:01:35 +0800 2025,0,happiness
李白是诗仙，你是？,四川 德阳,Fri May 23 01:31:21 +0800 2025,0,like
@杳杳酣山道 @小猫的世界下起鱼 @我也不知道aaaaaaaa 原来我是李白,湖北,Thu May 22 19:20:25 +0800 2025,1,disgust
哈哈哈哈哈哈哈哈,北京,Thu May 22 16:42:39 +0800 2025,0,happiness
哈哈哈哈哈哈,海外 新加坡,Thu May 22 15:05:28 +0800 2025,0,happiness
@用户红桃Q,山东,Thu May 22 10:39:14 +0800 2025,0,happiness
@人生莹家必须是我 啊啊啊,其他,Wed May 21 14:01:47 +0800 2025,0,like
哈哈哈哈,其他,Thu May 22 12:43:42 +0800 2025,0,happiness
扩空友,其他,Tue May 20 20:38:37 +0800 2025,0,like
但是李白的动态是“日照香炉生紫烟”，而我的动态be like: “好美啊”，“好次好次”[苦涩],其他,Tue May 20 12:29:24 +0800 2025,0,like
虽然但是，李白有才华[允悲],其他,Tue May 20 10:35:52 +0800 2025,1,happiness
[doge],安徽,Tue May 20 07:07:03 +0800 2025,0,happiness
，,其他,Sun May 18 08:11:32 +0800 2025,0,happiness
顿悟！一放松就刹不住车，分享欲爆棚啊！李白附体的感觉[允悲]！,重庆,Mon May 19 16:47:02 +0800 2025,0,like
[允悲][允悲],陕西 西安,Fri May 16 13:52:57 +0800 2025,0,like
[doge][doge],北京 平谷区,Fri May 16 05:38:53 +0800 2025,0,happiness
@淤色百合ouo 理解了,新疆,Thu May 15 22:00:17 +0800 2025,1,like
以前一年能发一千多条说说，和两三百篇空间日志，四五百张空间照片,福建 福州,Thu May 15 19:39:17 +0800 2025,0,disgust
怎么还发空间动态,福建 福州,Thu May 15 19:05:43 +0800 2025,0,disgust
主要是自由的感觉，哈哈哈哈哈,其他,Wed Jun 04 08:45:49 +0800 2025,0,happiness
包欠[作揖][作揖],其他,Mon Jun 02 13:00:33 +0800 2025,0,happiness
。,其他,Sun Jun 01 02:58:17 +0800 2025,0,happiness
[打call][打call],其他,Thu May 29 14:37:12 +0800 2025,0,happiness
记录生活固然好，要我背他的日记几个意思？,其他,Tue May 27 02:30:41 +0800 2025,0,disgust
@小叶厨 my,其他,Sat May 24 18:51:38 +0800 2025,0,happiness
回复@小叶厨:哈哈哈😝,其他,Sun May 25 08:32:21 +0800 2025,0,happiness
其实更多[兔子],其他,Sat May 24 20:48:11 +0800 2025,0,happiness
哈哈哈哈哈哈哈,浙江,Fri May 16 09:14:46 +0800 2025,0,happiness
我今天不太想说话,广东 深圳,Thu May 15 14:38:59 +0800 2025,0,happiness
李白的分享欲也挺强的[允悲][ok],其他,Thu May 15 14:40:42 +0800 2025,4,disgust
@容离-容我离开 @睡到自然醒战地版,其他,Fri May 23 19:27:51 +0800 2025,0,happiness
好发爱发[馋嘴],其他,Fri May 23 20:38:02 +0800 2025,0,like
别管,其他,Fri May 23 19:28:45 +0800 2025,0,like
我操我不行了@萌而已我认了_a @九蔡和子_ @宁忆于安晚_ @皮蛋大王哦,陕西,Fri May 23 19:33:52 +0800 2025,1,like
回复@皮蛋大王哦:我不行了,陕西,Sat May 24 13:53:19 +0800 2025,0,like
但是李白的诗还能被后人背诵...我们发的只能被捅,其他,Fri May 23 20:05:59 +0800 2025,0,sadness
@别将我留在雨季 [笑哈哈],内蒙古,Sat Jun 07 09:19:51 +0800 2025,0,happiness
我就这样但是人家发的是微博[偷乐],其他,Sat Jun 07 09:26:33 +0800 2025,0,like
没玩也发这么多算什么[doge],其他,Fri Jun 06 23:16:17 +0800 2025,0,disgust
我搁家里都能发十几条[doge][doge][doge],其他,Fri Jun 06 12:59:29 +0800 2025,0,like
开始理解尊重,其他,Thu Jun 05 23:00:58 +0800 2025,0,happiness
难不成…我就是…[笑哈哈][笑哈哈],其他,Thu Jun 05 14:44:58 +0800 2025,0,happiness
[泪][泪][泪],其他,Sun Jun 01 19:09:37 +0800 2025,0,sadness
@灰蓝小猫冒泡泡 我靠。。,其他,Sun Jun 01 16:24:48 +0800 2025,0,like
。那我就是当代李白[doge],其他,Sun Jun 01 17:26:53 +0800 2025,0,happiness
@爬到山顶去吃鱼 @花道女d梦幻之币_,其他,Sun Jun 01 11:45:47 +0800 2025,0,sadness
为什么不让我点赞[并不简单],广东 佛山,Sun Jun 01 11:36:36 +0800 2025,1,disgust
点了,其他,Sat May 31 08:40:43 +0800 2025,0,happiness
笑死我了 原来如此,其他,Thu May 29 14:24:10 +0800 2025,1,happiness
我连这一条都想转发,其他,Wed May 28 08:53:29 +0800 2025,0,happiness
看完哪吒2发了十几条说说后我也理解了[doge],山东,Tue May 27 22:12:01 +0800 2025,0,disgust
原来是这样[嘘],其他,Sun May 25 19:09:19 +0800 2025,0,like
@少堇礼 没错，我就是当代太白[开学季][开学季][开学季],其他,Sat May 24 19:14:31 +0800 2025,0,happiness
共鸣，太共鸣了[doge],广西,Sat May 24 19:22:20 +0800 2025,1,happiness
@Suzummer 哈哈，出去玩一趟得发八百条朋友圈[doge]下次不如咱们都改成作诗吧,北京,Fri May 23 22:24:25 +0800 2025,0,happiness
我理解了。,其他,Fri May 23 14:59:16 +0800 2025,0,happiness
哈哈哈哈,其他,Fri May 23 11:25:16 +0800 2025,0,happiness
这是真的，明白了，要是李白出去玩不得诗仙秒变轰炸机,其他,Thu May 22 09:21:45 +0800 2025,0,like
@无敌废宅,其他,Wed May 21 19:55:14 +0800 2025,0,like
避雷龙院 叫我们学生看微博任务,福建 龙岩,Wed May 21 15:43:50 +0800 2025,0,disgust
草,海外,Tue May 20 19:56:08 +0800 2025,0,happiness
原来是这样吗,其他,Tue May 20 10:46:35 +0800 2025,0,like
谁懂啊！！！发动态发到泪哗哗流的时候突然理解了诗人的宿命感[允悲]...,重庆,Tue May 20 15:12:40 +0800 2025,0,sadness
你发的东西称不上文学,北京,Mon May 19 20:48:47 +0800 2025,0,like
我不行了。,重庆,Mon May 19 16:05:00 +0800 2025,0,like
没有那么有文采@Cardiana,广东,Sun May 18 15:37:49 +0800 2025,1,disgust
因为玩的时候没上班,其他,Sat May 17 19:10:56 +0800 2025,0,disgust
我就算在家里躺着，我一天也能有800个心得[可爱],其他,Thu May 15 14:41:14 +0800 2025,3,like
@Hanyauku17 @晏_清河,上海,Fri Jun 06 15:59:32 +0800 2025,0,happiness
我忍不住,其他,Fri Jun 06 16:00:26 +0800 2025,0,happiness
@潾雨_ly @炸鸡要拌芝士吃,贵州,Thu May 29 12:30:25 +0800 2025,0,like
我现在都懒得发了,其他,Thu May 29 16:08:27 +0800 2025,0,happiness
[doge][doge][doge],其他,Thu May 29 12:31:15 +0800 2025,0,happiness
[泪],其他,Tue Jun 03 19:13:47 +0800 2025,0,sadness
我会拍一百张分一百天发[嘻嘻],其他,Tue Jun 03 12:57:03 +0800 2025,0,happiness
@我担196high @机械鼠吱吱吱,其他,Sat May 31 22:43:10 +0800 2025,0,like
人之常情[可爱],其他,Thu May 29 08:31:12 +0800 2025,0,like
@1amLuckyu,其他,Thu May 29 02:12:28 +0800 2025,0,happiness
我就这样好吧,其他,Thu May 29 02:15:34 +0800 2025,0,like
我没李白有文化。,其他,Thu May 29 00:06:51 +0800 2025,0,happiness
好,其他,Wed May 28 00:54:54 +0800 2025,0,happiness
哈哈哈哈,其他,Tue May 27 15:46:22 +0800 2025,0,happiness
@Rosyilk,北京,Sat May 24 13:34:22 +0800 2025,0,happiness
原来如此,其他,Fri May 23 15:18:32 +0800 2025,0,happiness
看来我成不了文豪的原因是在学校里[太开心],其他,Tue May 20 18:14:17 +0800 2025,0,like
@芋妮粥粥 嗯。我这种绝望的文盲是这样的,江西,Tue May 20 15:01:12 +0800 2025,0,like
我现在已经忍住不发了,安徽,Tue May 20 15:02:29 +0800 2025,0,happiness
哇,辽宁,Sun May 18 01:10:35 +0800 2025,0,happiness
